REF_DATE,GEO,Sex,Age group,VALUE
2019,British Columbia,Males,0 years,22280
2019,British Columbia,Males,1 year,22914
2019,British Columbia,Males,2 years,23565
2019,British Columbia,Males,3 years,23893
2019,British Columbia,Males,4 years,24781
2019,British Columbia,Males,5 years,24693
2019,British Columbia,Males,6 years,25043
2019,British Columbia,Males,7 years,24794
2019,British Columbia,Males,8 years,24555
2019,British Columbia,Males,9 years,25233
2019,British Columbia,Males,10 years,25505
2019,British Columbia,Males,11 years,25307
2019,British Columbia,Males,12 years,24753
2019,British Columbia,Males,13 years,24376
2019,British Columbia,Males,14 years,24513
2019,British Columbia,Males,15 years,25265
2019,British Columbia,Males,16 years,26536
2019,British Columbia,Males,17 years,27216
2019,British Columbia,Males,18 years,29390
2019,British Columbia,Males,19 years,33324
2019,British Columbia,Males,20 years,35197
2019,British Columbia,Males,21 years,35316
2019,British Columbia,Males,22 years,35448
2019,British Columbia,Males,23 years,35031
2019,British Columbia,Males,24 years,35373
2019,British Columbia,Males,25 years,35386
2019,British Columbia,Males,26 years,35699
2019,British Columbia,Males,27 years,36330
2019,British Columbia,Males,28 years,36936
2019,British Columbia,Males,29 years,37640
2019,British Columbia,Males,30 years,37462
2019,British Columbia,Males,31 years,36700
2019,British Columbia,Males,32 years,36746
2019,British Columbia,Males,33 years,37488
2019,British Columbia,Males,34 years,37214
2019,British Columbia,Males,35 years,36721
2019,British Columbia,Males,36 years,35934
2019,British Columbia,Males,37 years,35354
2019,British Columbia,Males,38 years,34275
2019,British Columbia,Males,39 years,33248
2019,British Columbia,Males,40 years,31842
2019,British Columbia,Males,41 years,30900
2019,British Columbia,Males,42 years,30916
2019,British Columbia,Males,43 years,30602
2019,British Columbia,Males,44 years,30787
2019,British Columbia,Males,45 years,30634
2019,British Columbia,Males,46 years,30802
2019,British Columbia,Males,47 years,31601
2019,British Columbia,Males,48 years,33629
2019,British Columbia,Males,49 years,33938
2019,British Columbia,Males,50 years,33527
2019,British Columbia,Males,51 years,32723
2019,British Columbia,Males,52 years,32420
2019,British Columbia,Males,53 years,33765
2019,British Columbia,Males,54 years,35671
2019,British Columbia,Males,55 years,37234
2019,British Columbia,Males,56 years,37988
2019,British Columbia,Males,57 years,36563
2019,British Columbia,Males,58 years,36609
2019,British Columbia,Males,59 years,36195
2019,British Columbia,Males,60 years,35313
2019,British Columbia,Males,61 years,35422
2019,British Columbia,Males,62 years,34108
2019,British Columbia,Males,63 years,33739
2019,British Columbia,Males,64 years,32845
2019,British Columbia,Males,65 years,31254
2019,British Columbia,Males,66 years,30359
2019,British Columbia,Males,67 years,29219
2019,British Columbia,Males,68 years,28339
2019,British Columbia,Males,69 years,28022
2019,British Columbia,Males,70 years,26649
2019,British Columbia,Males,71 years,26583
2019,British Columbia,Males,72 years,25840
2019,British Columbia,Males,73 years,20950
2019,British Columbia,Males,74 years,19177
2019,British Columbia,Males,75 years,18686
2019,British Columbia,Males,76 years,17534
2019,British Columbia,Males,77 years,15715
2019,British Columbia,Males,78 years,14422
2019,British Columbia,Males,79 years,13198
2019,British Columbia,Males,80 years,12055
2019,British Columbia,Males,81 years,10937
2019,British Columbia,Males,82 years,10089
2019,British Columbia,Males,83 years,9490
2019,British Columbia,Males,84 years,8500
2019,British Columbia,Males,85 years,7741
2019,British Columbia,Males,86 years,7025
2019,British Columbia,Males,87 years,6265
2019,British Columbia,Males,88 years,5453
2019,British Columbia,Males,89 years,4557
2019,British Columbia,Males,90 years,3661
2019,British Columbia,Males,91 years,2912
2019,British Columbia,Males,92 years,2356
2019,British Columbia,Males,93 years,1840
2019,British Columbia,Males,94 years,1397
2019,British Columbia,Males,95 years,1044
2019,British Columbia,Males,96 years,766
2019,British Columbia,Males,97 years,545
2019,British Columbia,Males,98 years,392
2019,British Columbia,Males,99 years,253
2019,British Columbia,Males,100 years and over,357
2019,British Columbia,Females,0 years,21039
2019,British Columbia,Females,1 year,21573
2019,British Columbia,Females,2 years,22179
2019,British Columbia,Females,3 years,22336
2019,British Columbia,Females,4 years,22558
2019,British Columbia,Females,5 years,22940
2019,British Columbia,Females,6 years,23466
2019,British Columbia,Females,7 years,23557
2019,British Columbia,Females,8 years,23467
2019,British Columbia,Females,9 years,24055
2019,British Columbia,Females,10 years,24338
2019,British Columbia,Females,11 years,24546
2019,British Columbia,Females,12 years,24008
2019,British Columbia,Females,13 years,23561
2019,British Columbia,Females,14 years,23750
2019,British Columbia,Females,15 years,24425
2019,British Columbia,Females,16 years,25451
2019,British Columbia,Females,17 years,26088
2019,British Columbia,Females,18 years,28123
2019,British Columbia,Females,19 years,31304
2019,British Columbia,Females,20 years,32309
2019,British Columbia,Females,21 years,32359
2019,British Columbia,Females,22 years,31310
2019,British Columbia,Females,23 years,32203
2019,British Columbia,Females,24 years,31985
2019,British Columbia,Females,25 years,32538
2019,British Columbia,Females,26 years,33339
2019,British Columbia,Females,27 years,34643
2019,British Columbia,Females,28 years,35298
2019,British Columbia,Females,29 years,36212
2019,British Columbia,Females,30 years,36127
2019,British Columbia,Females,31 years,36188
2019,British Columbia,Females,32 years,35814
2019,British Columbia,Females,33 years,36270
2019,British Columbia,Females,34 years,36102
2019,British Columbia,Females,35 years,36088
2019,British Columbia,Females,36 years,35872
2019,British Columbia,Females,37 years,35674
2019,British Columbia,Females,38 years,34552
2019,British Columbia,Females,39 years,34007
2019,British Columbia,Females,40 years,32542
2019,British Columbia,Females,41 years,31777
2019,British Columbia,Females,42 years,31771
2019,British Columbia,Females,43 years,32380
2019,British Columbia,Females,44 years,32199
2019,British Columbia,Females,45 years,32277
2019,British Columbia,Females,46 years,32647
2019,British Columbia,Females,47 years,33280
2019,British Columbia,Females,48 years,35781
2019,British Columbia,Females,49 years,36108
2019,British Columbia,Females,50 years,36005
2019,British Columbia,Females,51 years,34848
2019,British Columbia,Females,52 years,33991
2019,British Columbia,Females,53 years,35566
2019,British Columbia,Females,54 years,37254
2019,British Columbia,Females,55 years,39337
2019,British Columbia,Females,56 years,39445
2019,British Columbia,Females,57 years,38016
2019,British Columbia,Females,58 years,38318
2019,British Columbia,Females,59 years,38238
2019,British Columbia,Females,60 years,37617
2019,British Columbia,Females,61 years,37347
2019,British Columbia,Females,62 years,36433
2019,British Columbia,Females,63 years,35869
2019,British Columbia,Females,64 years,35367
2019,British Columbia,Females,65 years,34087
2019,British Columbia,Females,66 years,32567
2019,British Columbia,Females,67 years,31219
2019,British Columbia,Females,68 years,30361
2019,British Columbia,Females,69 years,30019
2019,British Columbia,Females,70 years,28613
2019,British Columbia,Females,71 years,28177
2019,British Columbia,Females,72 years,27722
2019,British Columbia,Females,73 years,22507
2019,British Columbia,Females,74 years,20754
2019,British Columbia,Females,75 years,20144
2019,British Columbia,Females,76 years,18822
2019,British Columbia,Females,77 years,17011
2019,British Columbia,Females,78 years,16173
2019,British Columbia,Females,79 years,14617
2019,British Columbia,Females,80 years,13459
2019,British Columbia,Females,81 years,12806
2019,British Columbia,Females,82 years,11991
2019,British Columbia,Females,83 years,11214
2019,British Columbia,Females,84 years,10302
2019,British Columbia,Females,85 years,9439
2019,British Columbia,Females,86 years,8962
2019,British Columbia,Females,87 years,8181
2019,British Columbia,Females,88 years,7503
2019,British Columbia,Females,89 years,6705
2019,British Columbia,Females,90 years,5824
2019,British Columbia,Females,91 years,5139
2019,British Columbia,Females,92 years,4403
2019,British Columbia,Females,93 years,3644
2019,British Columbia,Females,94 years,2977
2019,British Columbia,Females,95 years,2402
2019,British Columbia,Females,96 years,1982
2019,British Columbia,Females,97 years,1481
2019,British Columbia,Females,98 years,1104
2019,British Columbia,Females,99 years,842
2019,British Columbia,Females,100 years and over,1327
2019,Yukon,Both sexes,0 years,475
2019,Yukon,Both sexes,1 year,469
2019,Yukon,Both sexes,2 years,467
2019,Yukon,Both sexes,3 years,462
2019,Yukon,Both sexes,4 years,489
2019,Yukon,Both sexes,5 years,487
2019,Yukon,Both sexes,6 years,478
2019,Yukon,Both sexes,7 years,499
2019,Yukon,Both sexes,8 years,474
2019,Yukon,Both sexes,9 years,457
2019,Yukon,Both sexes,10 years,441
2019,Yukon,Both sexes,11 years,449
2019,Yukon,Both sexes,12 years,443
2019,Yukon,Both sexes,13 years,419
2019,Yukon,Both sexes,14 years,400
2019,Yukon,Both sexes,15 years,409
2019,Yukon,Both sexes,16 years,395
2019,Yukon,Both sexes,17 years,406
2019,Yukon,Both sexes,18 years,398
2019,Yukon,Both sexes,19 years,434
2019,Yukon,Both sexes,20 years,466
2019,Yukon,Both sexes,21 years,484
2019,Yukon,Both sexes,22 years,472
2019,Yukon,Both sexes,23 years,456
2019,Yukon,Both sexes,24 years,460
2019,Yukon,Both sexes,25 years,502
2019,Yukon,Both sexes,26 years,544
2019,Yukon,Both sexes,27 years,557
2019,Yukon,Both sexes,28 years,645
2019,Yukon,Both sexes,29 years,636
2019,Yukon,Both sexes,30 years,635
2019,Yukon,Both sexes,31 years,677
2019,Yukon,Both sexes,32 years,679
2019,Yukon,Both sexes,33 years,718
2019,Yukon,Both sexes,34 years,661
2019,Yukon,Both sexes,35 years,716
2019,Yukon,Both sexes,36 years,711
2019,Yukon,Both sexes,37 years,662
2019,Yukon,Both sexes,38 years,667
2019,Yukon,Both sexes,39 years,628
2019,Yukon,Both sexes,40 years,588
2019,Yukon,Both sexes,41 years,605
2019,Yukon,Both sexes,42 years,555
2019,Yukon,Both sexes,43 years,604
2019,Yukon,Both sexes,44 years,535
2019,Yukon,Both sexes,45 years,515
2019,Yukon,Both sexes,46 years,540
2019,Yukon,Both sexes,47 years,594
2019,Yukon,Both sexes,48 years,618
2019,Yukon,Both sexes,49 years,554
2019,Yukon,Both sexes,50 years,527
2019,Yukon,Both sexes,51 years,535
2019,Yukon,Both sexes,52 years,551
2019,Yukon,Both sexes,53 years,552
2019,Yukon,Both sexes,54 years,614
2019,Yukon,Both sexes,55 years,637
2019,Yukon,Both sexes,56 years,646
2019,Yukon,Both sexes,57 years,661
2019,Yukon,Both sexes,58 years,674
2019,Yukon,Both sexes,59 years,643
2019,Yukon,Both sexes,60 years,641
2019,Yukon,Both sexes,61 years,624
2019,Yukon,Both sexes,62 years,593
2019,Yukon,Both sexes,63 years,584
2019,Yukon,Both sexes,64 years,566
2019,Yukon,Both sexes,65 years,536
2019,Yukon,Both sexes,66 years,455
2019,Yukon,Both sexes,67 years,437
2019,Yukon,Both sexes,68 years,400
2019,Yukon,Both sexes,69 years,343
2019,Yukon,Both sexes,70 years,319
2019,Yukon,Both sexes,71 years,319
2019,Yukon,Both sexes,72 years,342
2019,Yukon,Both sexes,73 years,234
2019,Yukon,Both sexes,74 years,226
2019,Yukon,Both sexes,75 years,222
2019,Yukon,Both sexes,76 years,166
2019,Yukon,Both sexes,77 years,136
2019,Yukon,Both sexes,78 years,128
2019,Yukon,Both sexes,79 years,128
2019,Yukon,Both sexes,80 years,103
2019,Yukon,Both sexes,81 years,108
2019,Yukon,Both sexes,82 years,92
2019,Yukon,Both sexes,83 years,65
2019,Yukon,Both sexes,84 years,81
2019,Yukon,Both sexes,85 years,51
2019,Yukon,Both sexes,86 years,44
2019,Yukon,Both sexes,87 years,49
2019,Yukon,Both sexes,88 years,43
2019,Yukon,Both sexes,89 years,37
2019,Yukon,Both sexes,90 years,22
2019,Yukon,Both sexes,91 years,16
2019,Yukon,Both sexes,92 years,18
2019,Yukon,Both sexes,93 years,12
2019,Yukon,Both sexes,94 years,8
2019,Yukon,Both sexes,95 years,8
2019,Yukon,Both sexes,96 years,8
2019,Yukon,Both sexes,97 years,5
2019,Yukon,Both sexes,98 years,4
2019,Yukon,Both sexes,99 years,3
2019,Yukon,Both sexes,100 years and over,3
2019,Yukon,Males,0 years,246
2019,Yukon,Males,1 year,248
2019,Yukon,Males,2 years,249
2019,Yukon,Males,3 years,240
2019,Yukon,Males,4 years,247
2019,Yukon,Males,5 years,259
2019,Yukon,Males,6 years,275
2019,Yukon,Males,7 years,262
2019,Yukon,Males,8 years,237
2019,Yukon,Males,9 years,237
2019,Yukon,Males,10 years,230
2019,Yukon,Males,11 years,235
2019,Yukon,Males,12 years,223
2019,Yukon,Males,13 years,214
2019,Yukon,Males,14 years,188
2019,Yukon,Males,15 years,211
2019,Yukon,Males,16 years,206
2019,Yukon,Males,17 years,207
2019,Yukon,Males,18 years,209
2019,Yukon,Males,19 years,223
2019,Yukon,Males,20 years,254
2019,Yukon,Males,21 years,246
2019,Yukon,Males,22 years,245
2019,Yukon,Males,23 years,242
2019,Yukon,Males,24 years,238
2019,Yukon,Males,25 years,277
2019,Yukon,Males,26 years,287
2019,Yukon,Males,27 years,301
2019,Yukon,Males,28 years,360
2019,Yukon,Males,29 years,314
2019,Yukon,Males,30 years,313
2019,Yukon,Males,31 years,331
2019,Yukon,Males,32 years,352
2019,Yukon,Males,33 years,348
2019,Yukon,Males,34 years,324
2019,Yukon,Males,35 years,342
2019,Yukon,Males,36 years,359
2019,Yukon,Males,37 years,346
2019,Yukon,Males,38 years,336
2019,Yukon,Males,39 years,300
2019,Yukon,Males,40 years,305
2019,Yukon,Males,41 years,288
2019,Yukon,Males,42 years,251
2019,Yukon,Males,43 years,292
2019,Yukon,Males,44 years,247
2019,Yukon,Males,45 years,251
2019,Yukon,Males,46 years,237
2019,Yukon,Males,47 years,273
2019,Yukon,Males,48 years,306
2019,Yukon,Males,49 years,296
2019,Yukon,Males,50 years,261
2019,Yukon,Males,51 years,259
2019,Yukon,Males,52 years,284
2019,Yukon,Males,53 years,284
2019,Yukon,Males,54 years,314
2019,Yukon,Males,55 years,329
2019,Yukon,Males,56 years,305
2019,Yukon,Males,57 years,325
2019,Yukon,Males,58 years,339
2019,Yukon,Males,59 years,321
2019,Yukon,Males,60 years,319
2019,Yukon,Males,61 years,324
2019,Yukon,Males,62 years,313
2019,Yukon,Males,63 years,318
2019,Yukon,Males,64 years,291
2019,Yukon,Males,65 years,275
2019,Yukon,Males,66 years,242
2019,Yukon,Males,67 years,239
2019,Yukon,Males,68 years,211
2019,Yukon,Males,69 years,177
2019,Yukon,Males,70 years,165
2019,Yukon,Males,71 years,168
2019,Yukon,Males,72 years,198
2019,Yukon,Males,73 years,130
2019,Yukon,Males,74 years,121
2019,Yukon,Males,75 years,120
2019,Yukon,Males,76 years,87
2019,Yukon,Males,77 years,82
2019,Yukon,Males,78 years,70
2019,Yukon,Males,79 years,63
2019,Yukon,Males,80 years,55
2019,Yukon,Males,81 years,58
2019,Yukon,Males,82 years,46
2019,Yukon,Males,83 years,31
2019,Yukon,Males,84 years,34
2019,Yukon,Males,85 years,19
2019,Yukon,Males,86 years,17
2019,Yukon,Males,87 years,17
2019,Yukon,Males,88 years,18
2019,Yukon,Males,89 years,13
2019,Yukon,Males,90 years,11
2019,Yukon,Males,91 years,6
2019,Yukon,Males,92 years,6
2019,Yukon,Males,93 years,5
2019,Yukon,Males,94 years,3
2019,Yukon,Males,95 years,1
2019,Yukon,Males,96 years,2
2019,Yukon,Males,97 years,2
2019,Yukon,Males,98 years,1
2019,Yukon,Males,99 years,1
2019,Yukon,Males,100 years and over,1
2019,Yukon,Females,0 years,229
2019,Yukon,Females,1 year,221
2019,Yukon,Females,2 years,218
2019,Yukon,Females,3 years,222
2019,Yukon,Females,4 years,242
2019,Yukon,Females,5 years,228
2019,Yukon,Females,6 years,203
2019,Yukon,Females,7 years,237
2019,Yukon,Females,8 years,237
2019,Yukon,Females,9 years,220
2019,Yukon,Females,10 years,211
2019,Yukon,Females,11 years,214
2019,Yukon,Females,12 years,220
2019,Yukon,Females,13 years,205
2019,Yukon,Females,14 years,212
2019,Yukon,Females,15 years,198
2019,Yukon,Females,16 years,189
2019,Yukon,Females,17 years,199
2019,Yukon,Females,18 years,189
2019,Yukon,Females,19 years,211
2019,Yukon,Females,20 years,212
2019,Yukon,Females,21 years,238
2019,Yukon,Females,22 years,227
2019,Yukon,Females,23 years,214
2019,Yukon,Females,24 years,222
2019,Yukon,Females,25 years,225
2019,Yukon,Females,26 years,257
2019,Yukon,Females,27 years,256
2019,Yukon,Females,28 years,285
2019,Yukon,Females,29 years,322
2019,Yukon,Females,30 years,322
2019,Yukon,Females,31 years,346
2019,Yukon,Females,32 years,327
2019,Yukon,Females,33 years,370
2019,Yukon,Females,34 years,337
2019,Yukon,Females,35 years,374
2019,Yukon,Females,36 years,352
2019,Yukon,Females,37 years,316
2019,Yukon,Females,38 years,331
2019,Yukon,Females,39 years,328
2019,Yukon,Females,40 years,283
2019,Yukon,Females,41 years,317
2019,Yukon,Females,42 years,304
2019,Yukon,Females,43 years,312
2019,Yukon,Females,44 years,288
2019,Yukon,Females,45 years,264
2019,Yukon,Females,46 years,303
2019,Yukon,Females,47 years,321
2019,Yukon,Females,48 years,312
2019,Yukon,Females,49 years,258
2019,Yukon,Females,50 years,266
2019,Yukon,Females,51 years,276
2019,Yukon,Females,52 years,267
2019,Yukon,Females,53 years,268
2019,Yukon,Females,54 years,300
2019,Yukon,Females,55 years,308
2019,Yukon,Females,56 years,341
2019,Yukon,Females,57 years,336
2019,Yukon,Females,58 years,335
2019,Yukon,Females,59 years,322
2019,Yukon,Females,60 years,322
2019,Yukon,Females,61 years,300
2019,Yukon,Females,62 years,280
2019,Yukon,Females,63 years,266
2019,Yukon,Females,64 years,275
2019,Yukon,Females,65 years,261
2019,Yukon,Females,66 years,213
2019,Yukon,Females,67 years,198
2019,Yukon,Females,68 years,189
2019,Yukon,Females,69 years,166
2019,Yukon,Females,70 years,154
2019,Yukon,Females,71 years,151
2019,Yukon,Females,72 years,144
2019,Yukon,Females,73 years,104
2019,Yukon,Females,74 years,105
2019,Yukon,Females,75 years,102
2019,Yukon,Females,76 years,79
2019,Yukon,Females,77 years,54
2019,Yukon,Females,78 years,58
2019,Yukon,Females,79 years,65
2019,Yukon,Females,80 years,48
2019,Yukon,Females,81 years,50
2019,Yukon,Females,82 years,46
2019,Yukon,Females,83 years,34
2019,Yukon,Females,84 years,47
2019,Yukon,Females,85 years,32
2019,Yukon,Females,86 years,27
2019,Yukon,Females,87 years,32
2019,Yukon,Females,88 years,25
2019,Yukon,Females,89 years,24
2019,Yukon,Females,90 years,11
2019,Yukon,Females,91 years,10
2019,Yukon,Females,92 years,12
2019,Yukon,Females,93 years,7
2019,Yukon,Females,94 years,5
2019,Yukon,Females,95 years,7
2019,Yukon,Females,96 years,6
2019,Yukon,Females,97 years,3
2019,Yukon,Females,98 years,3
2019,Yukon,Females,99 years,2
2019,Yukon,Females,100 years and over,2
2019,Northwest Territories,Both sexes,0 years,582
2019,Northwest Territories,Both sexes,1 year,594
2019,Northwest Territories,Both sexes,2 years,575
2019,Northwest Territories,Both sexes,3 years,654
2019,Northwest Territories,Both sexes,4 years,659
2019,Northwest Territories,Both sexes,5 years,606
2019,Northwest Territories,Both sexes,6 years,613
2019,Northwest Territories,Both sexes,7 years,608
2019,Northwest Territories,Both sexes,8 years,597
2019,Northwest Territories,Both sexes,9 years,624
2019,Northwest Territories,Both sexes,10 years,567
2019,Northwest Territories,Both sexes,11 years,610
2019,Northwest Territories,Both sexes,12 years,587
2019,Northwest Territories,Both sexes,13 years,590
2019,Northwest Territories,Both sexes,14 years,567
2019,Northwest Territories,Both sexes,15 years,572
2019,Northwest Territories,Both sexes,16 years,535
2019,Northwest Territories,Both sexes,17 years,532
2019,Northwest Territories,Both sexes,18 years,589
2019,Northwest Territories,Both sexes,19 years,594
2019,Northwest Territories,Both sexes,20 years,519
2019,Northwest Territories,Both sexes,21 years,582
2019,Northwest Territories,Both sexes,22 years,609
2019,Northwest Territories,Both sexes,23 years,662
2019,Northwest Territories,Both sexes,24 years,673
2019,Northwest Territories,Both sexes,25 years,697
2019,Northwest Territories,Both sexes,26 years,707
2019,Northwest Territories,Both sexes,27 years,731
2019,Northwest Territories,Both sexes,28 years,804
2019,Northwest Territories,Both sexes,29 years,810
2019,Northwest Territories,Both sexes,30 years,752
2019,Northwest Territories,Both sexes,31 years,743
2019,Northwest Territories,Both sexes,32 years,733
2019,Northwest Territories,Both sexes,33 years,726
2019,Northwest Territories,Both sexes,34 years,698
2019,Northwest Territories,Both sexes,35 years,713
2019,Northwest Territories,Both sexes,36 years,654
2019,Northwest Territories,Both sexes,37 years,668
2019,Northwest Territories,Both sexes,38 years,687
2019,Northwest Territories,Both sexes,39 years,723
2019,Northwest Territories,Both sexes,40 years,687
2019,Northwest Territories,Both sexes,41 years,646
2019,Northwest Territories,Both sexes,42 years,647
2019,Northwest Territories,Both sexes,43 years,591
2019,Northwest Territories,Both sexes,44 years,576
2019,Northwest Territories,Both sexes,45 years,544
2019,Northwest Territories,Both sexes,46 years,578
2019,Northwest Territories,Both sexes,47 years,630
2019,Northwest Territories,Both sexes,48 years,620
2019,Northwest Territories,Both sexes,49 years,671
2019,Northwest Territories,Both sexes,50 years,645
2019,Northwest Territories,Both sexes,51 years,609
2019,Northwest Territories,Both sexes,52 years,615
2019,Northwest Territories,Both sexes,53 years,680
2019,Northwest Territories,Both sexes,54 years,763
2019,Northwest Territories,Both sexes,55 years,756
2019,Northwest Territories,Both sexes,56 years,691
2019,Northwest Territories,Both sexes,57 years,646
2019,Northwest Territories,Both sexes,58 years,612
2019,Northwest Territories,Both sexes,59 years,560
2019,Northwest Territories,Both sexes,60 years,573
2019,Northwest Territories,Both sexes,61 years,529
2019,Northwest Territories,Both sexes,62 years,532
2019,Northwest Territories,Both sexes,63 years,506
2019,Northwest Territories,Both sexes,64 years,454
2019,Northwest Territories,Both sexes,65 years,407
2019,Northwest Territories,Both sexes,66 years,360
2019,Northwest Territories,Both sexes,67 years,320
2019,Northwest Territories,Both sexes,68 years,320
2019,Northwest Territories,Both sexes,69 years,249
2019,Northwest Territories,Both sexes,70 years,241
2019,Northwest Territories,Both sexes,71 years,208
2019,Northwest Territories,Both sexes,72 years,203
2019,Northwest Territories,Both sexes,73 years,177
2019,Northwest Territories,Both sexes,74 years,153
2019,Northwest Territories,Both sexes,75 years,174
2019,Northwest Territories,Both sexes,76 years,123
2019,Northwest Territories,Both sexes,77 years,104
2019,Northwest Territories,Both sexes,78 years,80
2019,Northwest Territories,Both sexes,79 years,68
2019,Northwest Territories,Both sexes,80 years,78
2019,Northwest Territories,Both sexes,81 years,61
2019,Northwest Territories,Both sexes,82 years,70
2019,Northwest Territories,Both sexes,83 years,43
2019,Northwest Territories,Both sexes,84 years,42
2019,Northwest Territories,Both sexes,85 years,38
2019,Northwest Territories,Both sexes,86 years,38
2019,Northwest Territories,Both sexes,87 years,31
2019,Northwest Territories,Both sexes,88 years,23
2019,Northwest Territories,Both sexes,89 years,23
2019,Northwest Territories,Both sexes,90 years,17
2019,Northwest Territories,Both sexes,91 years,19
2019,Northwest Territories,Both sexes,92 years,13
2019,Northwest Territories,Both sexes,93 years,6
2019,Northwest Territories,Both sexes,94 years,7
2019,Northwest Territories,Both sexes,95 years,5
2019,Northwest Territories,Both sexes,96 years,4
2019,Northwest Territories,Both sexes,97 years,4
2019,Northwest Territories,Both sexes,98 years,3
2019,Northwest Territories,Both sexes,99 years,3
2019,Northwest Territories,Both sexes,100 years and over,4
2019,Northwest Territories,Males,0 years,306
2019,Northwest Territories,Males,1 year,316
2019,Northwest Territories,Males,2 years,316
2019,Northwest Territories,Males,3 years,338
2019,Northwest Territories,Males,4 years,362
2019,Northwest Territories,Males,5 years,335
2019,Northwest Territories,Males,6 years,287
2019,Northwest Territories,Males,7 years,296
2019,Northwest Territories,Males,8 years,274
2019,Northwest Territories,Males,9 years,300
2019,Northwest Territories,Males,10 years,279
2019,Northwest Territories,Males,11 years,290
2019,Northwest Territories,Males,12 years,290
2019,Northwest Territories,Males,13 years,291
2019,Northwest Territories,Males,14 years,287
2019,Northwest Territories,Males,15 years,290
2019,Northwest Territories,Males,16 years,248
2019,Northwest Territories,Males,17 years,241
2019,Northwest Territories,Males,18 years,292
2019,Northwest Territories,Males,19 years,270
2019,Northwest Territories,Males,20 years,255
2019,Northwest Territories,Males,21 years,321
2019,Northwest Territories,Males,22 years,333
2019,Northwest Territories,Males,23 years,353
2019,Northwest Territories,Males,24 years,399
2019,Northwest Territories,Males,25 years,388
2019,Northwest Territories,Males,26 years,386
2019,Northwest Territories,Males,27 years,391
2019,Northwest Territories,Males,28 years,407
2019,Northwest Territories,Males,29 years,431
2019,Northwest Territories,Males,30 years,387
2019,Northwest Territories,Males,31 years,389
2019,Northwest Territories,Males,32 years,371
2019,Northwest Territories,Males,33 years,369
2019,Northwest Territories,Males,34 years,359
2019,Northwest Territories,Males,35 years,371
2019,Northwest Territories,Males,36 years,336
2019,Northwest Territories,Males,37 years,317
2019,Northwest Territories,Males,38 years,347
2019,Northwest Territories,Males,39 years,363
2019,Northwest Territories,Males,40 years,327
2019,Northwest Territories,Males,41 years,337
2019,Northwest Territories,Males,42 years,317
2019,Northwest Territories,Males,43 years,263
2019,Northwest Territories,Males,44 years,298
2019,Northwest Territories,Males,45 years,261
2019,Northwest Territories,Males,46 years,276
2019,Northwest Territories,Males,47 years,308
2019,Northwest Territories,Males,48 years,321
2019,Northwest Territories,Males,49 years,335
2019,Northwest Territories,Males,50 years,344
2019,Northwest Territories,Males,51 years,305
2019,Northwest Territories,Males,52 years,297
2019,Northwest Territories,Males,53 years,338
2019,Northwest Territories,Males,54 years,399
2019,Northwest Territories,Males,55 years,389
2019,Northwest Territories,Males,56 years,366
2019,Northwest Territories,Males,57 years,351
2019,Northwest Territories,Males,58 years,342
2019,Northwest Territories,Males,59 years,321
2019,Northwest Territories,Males,60 years,331
2019,Northwest Territories,Males,61 years,300
2019,Northwest Territories,Males,62 years,283
2019,Northwest Territories,Males,63 years,270
2019,Northwest Territories,Males,64 years,226
2019,Northwest Territories,Males,65 years,204
2019,Northwest Territories,Males,66 years,178
2019,Northwest Territories,Males,67 years,163
2019,Northwest Territories,Males,68 years,180
2019,Northwest Territories,Males,69 years,128
2019,Northwest Territories,Males,70 years,128
2019,Northwest Territories,Males,71 years,117
2019,Northwest Territories,Males,72 years,112
2019,Northwest Territories,Males,73 years,105
2019,Northwest Territories,Males,74 years,83
2019,Northwest Territories,Males,75 years,101
2019,Northwest Territories,Males,76 years,65
2019,Northwest Territories,Males,77 years,48
2019,Northwest Territories,Males,78 years,36
2019,Northwest Territories,Males,79 years,31
2019,Northwest Territories,Males,80 years,34
2019,Northwest Territories,Males,81 years,36
2019,Northwest Territories,Males,82 years,39
2019,Northwest Territories,Males,83 years,25
2019,Northwest Territories,Males,84 years,25
2019,Northwest Territories,Males,85 years,24
2019,Northwest Territories,Males,86 years,19
2019,Northwest Territories,Males,87 years,14
2019,Northwest Territories,Males,88 years,8
2019,Northwest Territories,Males,89 years,11
2019,Northwest Territories,Males,90 years,8
2019,Northwest Territories,Males,91 years,8
2019,Northwest Territories,Males,92 years,4
2019,Northwest Territories,Males,93 years,2
2019,Northwest Territories,Males,94 years,1
2019,Northwest Territories,Males,95 years,1
2019,Northwest Territories,Males,96 years,1
2019,Northwest Territories,Males,97 years,2
2019,Northwest Territories,Males,98 years,1
2019,Northwest Territories,Males,99 years,1
2019,Northwest Territories,Males,100 years and over,2
2019,Northwest Territories,Females,0 years,276
2019,Northwest Territories,Females,1 year,278
2019,Northwest Territories,Females,2 years,259
2019,Northwest Territories,Females,3 years,316
2019,Northwest Territories,Females,4 years,297
2019,Northwest Territories,Females,5 years,271
2019,Northwest Territories,Females,6 years,326
2019,Northwest Territories,Females,7 years,312
2019,Northwest Territories,Females,8 years,323
2019,Northwest Territories,Females,9 years,324
2019,Northwest Territories,Females,10 years,288
2019,Northwest Territories,Females,11 years,320
2019,Northwest Territories,Females,12 years,297
2019,Northwest Territories,Females,13 years,299
2019,Northwest Territories,Females,14 years,280
2019,Northwest Territories,Females,15 years,282
