REF_DATE,GEO,Sex,Age group,VALUE
2019,Northwest Territories,Females,16 years,287
2019,Northwest Territories,Females,17 years,291
2019,Northwest Territories,Females,18 years,297
2019,Northwest Territories,Females,19 years,324
2019,Northwest Territories,Females,20 years,264
2019,Northwest Territories,Females,21 years,261
2019,Northwest Territories,Females,22 years,276
2019,Northwest Territories,Females,23 years,309
2019,Northwest Territories,Females,24 years,274
2019,Northwest Territories,Females,25 years,309
2019,Northwest Territories,Females,26 years,321
2019,Northwest Territories,Females,27 years,340
2019,Northwest Territories,Females,28 years,397
2019,Northwest Territories,Females,29 years,379
2019,Northwest Territories,Females,30 years,365
2019,Northwest Territories,Females,31 years,354
2019,Northwest Territories,Females,32 years,362
2019,Northwest Territories,Females,33 years,357
2019,Northwest Territories,Females,34 years,339
2019,Northwest Territories,Females,35 years,342
2019,Northwest Territories,Females,36 years,318
2019,Northwest Territories,Females,37 years,351
2019,Northwest Territories,Females,38 years,340
2019,Northwest Territories,Females,39 years,360
2019,Northwest Territories,Females,40 years,360
2019,Northwest Territories,Females,41 years,309
2019,Northwest Territories,Females,42 years,330
2019,Northwest Territories,Females,43 years,328
2019,Northwest Territories,Females,44 years,278
2019,Northwest Territories,Females,45 years,283
2019,Northwest Territories,Females,46 years,302
2019,Northwest Territories,Females,47 years,322
2019,Northwest Territories,Females,48 years,299
2019,Northwest Territories,Females,49 years,336
2019,Northwest Territories,Females,50 years,301
2019,Northwest Territories,Females,51 years,304
2019,Northwest Territories,Females,52 years,318
2019,Northwest Territories,Females,53 years,342
2019,Northwest Territories,Females,54 years,364
2019,Northwest Territories,Females,55 years,367
2019,Northwest Territories,Females,56 years,325
2019,Northwest Territories,Females,57 years,295
2019,Northwest Territories,Females,58 years,270
2019,Northwest Territories,Females,59 years,239
2019,Northwest Territories,Females,60 years,242
2019,Northwest Territories,Females,61 years,229
2019,Northwest Territories,Females,62 years,249
2019,Northwest Territories,Females,63 years,236
2019,Northwest Territories,Females,64 years,228
2019,Northwest Territories,Females,65 years,203
2019,Northwest Territories,Females,66 years,182
2019,Northwest Territories,Females,67 years,157
2019,Northwest Territories,Females,68 years,140
2019,Northwest Territories,Females,69 years,121
2019,Northwest Territories,Females,70 years,113
2019,Northwest Territories,Females,71 years,91
2019,Northwest Territories,Females,72 years,91
2019,Northwest Territories,Females,73 years,72
2019,Northwest Territories,Females,74 years,70
2019,Northwest Territories,Females,75 years,73
2019,Northwest Territories,Females,76 years,58
2019,Northwest Territories,Females,77 years,56
2019,Northwest Territories,Females,78 years,44
2019,Northwest Territories,Females,79 years,37
2019,Northwest Territories,Females,80 years,44
2019,Northwest Territories,Females,81 years,25
2019,Northwest Territories,Females,82 years,31
2019,Northwest Territories,Females,83 years,18
2019,Northwest Territories,Females,84 years,17
2019,Northwest Territories,Females,85 years,14
2019,Northwest Territories,Females,86 years,19
2019,Northwest Territories,Females,87 years,17
2019,Northwest Territories,Females,88 years,15
2019,Northwest Territories,Females,89 years,12
2019,Northwest Territories,Females,90 years,9
2019,Northwest Territories,Females,91 years,11
2019,Northwest Territories,Females,92 years,9
2019,Northwest Territories,Females,93 years,4
2019,Northwest Territories,Females,94 years,6
2019,Northwest Territories,Females,95 years,4
2019,Northwest Territories,Females,96 years,3
2019,Northwest Territories,Females,97 years,2
2019,Northwest Territories,Females,98 years,2
2019,Northwest Territories,Females,99 years,2
2019,Northwest Territories,Females,100 years and over,2
2019,Nunavut,Both sexes,0 years,892
2019,Nunavut,Both sexes,1 year,860
2019,Nunavut,Both sexes,2 years,840
2019,Nunavut,Both sexes,3 years,800
2019,Nunavut,Both sexes,4 years,856
2019,Nunavut,Both sexes,5 years,891
2019,Nunavut,Both sexes,6 years,866
2019,Nunavut,Both sexes,7 years,815
2019,Nunavut,Both sexes,8 years,830
2019,Nunavut,Both sexes,9 years,887
2019,Nunavut,Both sexes,10 years,819
2019,Nunavut,Both sexes,11 years,807
2019,Nunavut,Both sexes,12 years,766
2019,Nunavut,Both sexes,13 years,730
2019,Nunavut,Both sexes,14 years,689
2019,Nunavut,Both sexes,15 years,694
2019,Nunavut,Both sexes,16 years,641
2019,Nunavut,Both sexes,17 years,641
2019,Nunavut,Both sexes,18 years,619
2019,Nunavut,Both sexes,19 years,672
2019,Nunavut,Both sexes,20 years,580
2019,Nunavut,Both sexes,21 years,620
2019,Nunavut,Both sexes,22 years,617
2019,Nunavut,Both sexes,23 years,616
2019,Nunavut,Both sexes,24 years,619
2019,Nunavut,Both sexes,25 years,611
2019,Nunavut,Both sexes,26 years,609
2019,Nunavut,Both sexes,27 years,642
2019,Nunavut,Both sexes,28 years,732
2019,Nunavut,Both sexes,29 years,679
2019,Nunavut,Both sexes,30 years,700
2019,Nunavut,Both sexes,31 years,646
2019,Nunavut,Both sexes,32 years,569
2019,Nunavut,Both sexes,33 years,589
2019,Nunavut,Both sexes,34 years,605
2019,Nunavut,Both sexes,35 years,550
2019,Nunavut,Both sexes,36 years,521
2019,Nunavut,Both sexes,37 years,528
2019,Nunavut,Both sexes,38 years,543
2019,Nunavut,Both sexes,39 years,530
2019,Nunavut,Both sexes,40 years,495
2019,Nunavut,Both sexes,41 years,489
2019,Nunavut,Both sexes,42 years,418
2019,Nunavut,Both sexes,43 years,416
2019,Nunavut,Both sexes,44 years,383
2019,Nunavut,Both sexes,45 years,418
2019,Nunavut,Both sexes,46 years,395
2019,Nunavut,Both sexes,47 years,453
2019,Nunavut,Both sexes,48 years,487
2019,Nunavut,Both sexes,49 years,465
2019,Nunavut,Both sexes,50 years,472
2019,Nunavut,Both sexes,51 years,472
2019,Nunavut,Both sexes,52 years,439
2019,Nunavut,Both sexes,53 years,436
2019,Nunavut,Both sexes,54 years,438
2019,Nunavut,Both sexes,55 years,431
2019,Nunavut,Both sexes,56 years,360
2019,Nunavut,Both sexes,57 years,333
2019,Nunavut,Both sexes,58 years,305
2019,Nunavut,Both sexes,59 years,311
2019,Nunavut,Both sexes,60 years,252
2019,Nunavut,Both sexes,61 years,252
2019,Nunavut,Both sexes,62 years,220
2019,Nunavut,Both sexes,63 years,190
2019,Nunavut,Both sexes,64 years,181
2019,Nunavut,Both sexes,65 years,170
2019,Nunavut,Both sexes,66 years,127
2019,Nunavut,Both sexes,67 years,150
2019,Nunavut,Both sexes,68 years,127
2019,Nunavut,Both sexes,69 years,101
2019,Nunavut,Both sexes,70 years,102
2019,Nunavut,Both sexes,71 years,111
2019,Nunavut,Both sexes,72 years,109
2019,Nunavut,Both sexes,73 years,75
2019,Nunavut,Both sexes,74 years,58
2019,Nunavut,Both sexes,75 years,61
2019,Nunavut,Both sexes,76 years,52
2019,Nunavut,Both sexes,77 years,44
2019,Nunavut,Both sexes,78 years,44
2019,Nunavut,Both sexes,79 years,28
2019,Nunavut,Both sexes,80 years,35
2019,Nunavut,Both sexes,81 years,27
2019,Nunavut,Both sexes,82 years,18
2019,Nunavut,Both sexes,83 years,21
2019,Nunavut,Both sexes,84 years,15
2019,Nunavut,Both sexes,85 years,11
2019,Nunavut,Both sexes,86 years,12
2019,Nunavut,Both sexes,87 years,12
2019,Nunavut,Both sexes,88 years,8
2019,Nunavut,Both sexes,89 years,5
2019,Nunavut,Both sexes,90 years,7
2019,Nunavut,Both sexes,91 years,5
2019,Nunavut,Both sexes,92 years,2
2019,Nunavut,Both sexes,93 years,4
2019,Nunavut,Both sexes,94 years,0
2019,Nunavut,Both sexes,95 years,2
2019,Nunavut,Both sexes,96 years,1
2019,Nunavut,Both sexes,97 years,0
2019,Nunavut,Both sexes,98 years,1
2019,Nunavut,Both sexes,99 years,1
2019,Nunavut,Both sexes,100 years and over,2
2019,Nunavut,Males,0 years,460
2019,Nunavut,Males,1 year,448
2019,Nunavut,Males,2 years,445
2019,Nunavut,Males,3 years,441
2019,Nunavut,Males,4 years,434
2019,Nunavut,Males,5 years,439
2019,Nunavut,Males,6 years,447
2019,Nunavut,Males,7 years,426
2019,Nunavut,Males,8 years,432
2019,Nunavut,Males,9 years,448
2019,Nunavut,Males,10 years,412
2019,Nunavut,Males,11 years,417
2019,Nunavut,Males,12 years,417
2019,Nunavut,Males,13 years,365
2019,Nunavut,Males,14 years,346
2019,Nunavut,Males,15 years,341
2019,Nunavut,Males,16 years,325
2019,Nunavut,Males,17 years,313
2019,Nunavut,Males,18 years,312
2019,Nunavut,Males,19 years,345
2019,Nunavut,Males,20 years,295
2019,Nunavut,Males,21 years,316
2019,Nunavut,Males,22 years,309
2019,Nunavut,Males,23 years,325
2019,Nunavut,Males,24 years,330
2019,Nunavut,Males,25 years,291
2019,Nunavut,Males,26 years,311
2019,Nunavut,Males,27 years,322
2019,Nunavut,Males,28 years,379
2019,Nunavut,Males,29 years,340
2019,Nunavut,Males,30 years,356
2019,Nunavut,Males,31 years,346
2019,Nunavut,Males,32 years,273
2019,Nunavut,Males,33 years,296
2019,Nunavut,Males,34 years,311
2019,Nunavut,Males,35 years,258
2019,Nunavut,Males,36 years,267
2019,Nunavut,Males,37 years,274
2019,Nunavut,Males,38 years,289
2019,Nunavut,Males,39 years,264
2019,Nunavut,Males,40 years,254
2019,Nunavut,Males,41 years,262
2019,Nunavut,Males,42 years,201
2019,Nunavut,Males,43 years,209
2019,Nunavut,Males,44 years,200
2019,Nunavut,Males,45 years,229
2019,Nunavut,Males,46 years,202
2019,Nunavut,Males,47 years,214
2019,Nunavut,Males,48 years,242
2019,Nunavut,Males,49 years,252
2019,Nunavut,Males,50 years,254
2019,Nunavut,Males,51 years,246
2019,Nunavut,Males,52 years,231
2019,Nunavut,Males,53 years,229
2019,Nunavut,Males,54 years,247
2019,Nunavut,Males,55 years,235
2019,Nunavut,Males,56 years,179
2019,Nunavut,Males,57 years,158
2019,Nunavut,Males,58 years,151
2019,Nunavut,Males,59 years,157
2019,Nunavut,Males,60 years,110
2019,Nunavut,Males,61 years,128
2019,Nunavut,Males,62 years,119
2019,Nunavut,Males,63 years,102
2019,Nunavut,Males,64 years,117
2019,Nunavut,Males,65 years,102
2019,Nunavut,Males,66 years,66
2019,Nunavut,Males,67 years,89
2019,Nunavut,Males,68 years,66
2019,Nunavut,Males,69 years,48
2019,Nunavut,Males,70 years,55
2019,Nunavut,Males,71 years,59
2019,Nunavut,Males,72 years,56
2019,Nunavut,Males,73 years,39
2019,Nunavut,Males,74 years,32
2019,Nunavut,Males,75 years,33
2019,Nunavut,Males,76 years,23
2019,Nunavut,Males,77 years,25
2019,Nunavut,Males,78 years,21
2019,Nunavut,Males,79 years,14
2019,Nunavut,Males,80 years,19
2019,Nunavut,Males,81 years,16
2019,Nunavut,Males,82 years,10
2019,Nunavut,Males,83 years,10
2019,Nunavut,Males,84 years,6
2019,Nunavut,Males,85 years,7
2019,Nunavut,Males,86 years,5
2019,Nunavut,Males,87 years,5
2019,Nunavut,Males,88 years,5
2019,Nunavut,Males,89 years,3
2019,Nunavut,Males,90 years,4
2019,Nunavut,Males,91 years,3
2019,Nunavut,Males,92 years,0
2019,Nunavut,Males,93 years,3
2019,Nunavut,Males,94 years,0
2019,Nunavut,Males,95 years,1
2019,Nunavut,Males,96 years,0
2019,Nunavut,Males,97 years,0
2019,Nunavut,Males,98 years,0
2019,Nunavut,Males,99 years,1
2019,Nunavut,Males,100 years and over,1
2019,Nunavut,Females,0 years,432
2019,Nunavut,Females,1 year,412
2019,Nunavut,Females,2 years,395
2019,Nunavut,Females,3 years,359
2019,Nunavut,Females,4 years,422
2019,Nunavut,Females,5 years,452
2019,Nunavut,Females,6 years,419
2019,Nunavut,Females,7 years,389
2019,Nunavut,Females,8 years,398
2019,Nunavut,Females,9 years,439
2019,Nunavut,Females,10 years,407
2019,Nunavut,Females,11 years,390
2019,Nunavut,Females,12 years,349
2019,Nunavut,Females,13 years,365
2019,Nunavut,Females,14 years,343
2019,Nunavut,Females,15 years,353
2019,Nunavut,Females,16 years,316
2019,Nunavut,Females,17 years,328
2019,Nunavut,Females,18 years,307
2019,Nunavut,Females,19 years,327
2019,Nunavut,Females,20 years,285
2019,Nunavut,Females,21 years,304
2019,Nunavut,Females,22 years,308
2019,Nunavut,Females,23 years,291
2019,Nunavut,Females,24 years,289
2019,Nunavut,Females,25 years,320
2019,Nunavut,Females,26 years,298
2019,Nunavut,Females,27 years,320
2019,Nunavut,Females,28 years,353
2019,Nunavut,Females,29 years,339
2019,Nunavut,Females,30 years,344
2019,Nunavut,Females,31 years,300
2019,Nunavut,Females,32 years,296
2019,Nunavut,Females,33 years,293
2019,Nunavut,Females,34 years,294
2019,Nunavut,Females,35 years,292
2019,Nunavut,Females,36 years,254
2019,Nunavut,Females,37 years,254
2019,Nunavut,Females,38 years,254
2019,Nunavut,Females,39 years,266
2019,Nunavut,Females,40 years,241
2019,Nunavut,Females,41 years,227
2019,Nunavut,Females,42 years,217
2019,Nunavut,Females,43 years,207
2019,Nunavut,Females,44 years,183
2019,Nunavut,Females,45 years,189
2019,Nunavut,Females,46 years,193
2019,Nunavut,Females,47 years,239
2019,Nunavut,Females,48 years,245
2019,Nunavut,Females,49 years,213
2019,Nunavut,Females,50 years,218
2019,Nunavut,Females,51 years,226
2019,Nunavut,Females,52 years,208
2019,Nunavut,Females,53 years,207
2019,Nunavut,Females,54 years,191
2019,Nunavut,Females,55 years,196
2019,Nunavut,Females,56 years,181
2019,Nunavut,Females,57 years,175
2019,Nunavut,Females,58 years,154
2019,Nunavut,Females,59 years,154
2019,Nunavut,Females,60 years,142
2019,Nunavut,Females,61 years,124
2019,Nunavut,Females,62 years,101
2019,Nunavut,Females,63 years,88
2019,Nunavut,Females,64 years,64
2019,Nunavut,Females,65 years,68
2019,Nunavut,Females,66 years,61
2019,Nunavut,Females,67 years,61
2019,Nunavut,Females,68 years,61
2019,Nunavut,Females,69 years,53
2019,Nunavut,Females,70 years,47
2019,Nunavut,Females,71 years,52
2019,Nunavut,Females,72 years,53
2019,Nunavut,Females,73 years,36
2019,Nunavut,Females,74 years,26
2019,Nunavut,Females,75 years,28
2019,Nunavut,Females,76 years,29
2019,Nunavut,Females,77 years,19
2019,Nunavut,Females,78 years,23
2019,Nunavut,Females,79 years,14
2019,Nunavut,Females,80 years,16
2019,Nunavut,Females,81 years,11
2019,Nunavut,Females,82 years,8
2019,Nunavut,Females,83 years,11
2019,Nunavut,Females,84 years,9
2019,Nunavut,Females,85 years,4
2019,Nunavut,Females,86 years,7
2019,Nunavut,Females,87 years,7
2019,Nunavut,Females,88 years,3
2019,Nunavut,Females,89 years,2
2019,Nunavut,Females,90 years,3
2019,Nunavut,Females,91 years,2
2019,Nunavut,Females,92 years,2
2019,Nunavut,Females,93 years,1
2019,Nunavut,Females,94 years,0
2019,Nunavut,Females,95 years,1
2019,Nunavut,Females,96 years,1
2019,Nunavut,Females,97 years,0
2019,Nunavut,Females,98 years,1
2019,Nunavut,Females,99 years,0
2019,Nunavut,Females,100 years and over,1
