jurisdiction,country_region,province_state,date,age,deaths_daily
Canada - Quebec,Canada,Quebec,2020-04-02,80+,1
Canada - Quebec,Canada,Quebec,2020-04-03,30-39,1
Canada - Quebec,Canada,Quebec,2020-04-03,60-69,1
Canada - Quebec,Canada,Quebec,2020-04-03,70-79,22
Canada - Quebec,Canada,Quebec,2020-04-03,80+,1
Canada - Quebec,Canada,Quebec,2020-04-04,,10
Canada - Quebec,Canada,Quebec,2020-04-04,60-69,4
Canada - Quebec,Canada,Quebec,2020-04-05,,17
Canada - Quebec,Canada,Quebec,2020-04-05,60-69,1
Canada - Quebec,Canada,Quebec,2020-04-05,70-79,1
Canada - Quebec,Canada,Quebec,2020-04-06,,26
Canada - Quebec,Canada,Quebec,2020-04-06,80+,1
Canada - Quebec,Canada,Quebec,2020-04-07,,29
Canada - Quebec,Canada,Quebec,2020-04-08,,23
Canada - Quebec,Canada,Quebec,2020-04-08,80+,2
Canada - Quebec,Canada,Quebec,2020-04-09,,41
Canada - Quebec,Canada,Quebec,2020-04-10,,25
Canada - Quebec,Canada,Quebec,2020-04-11,,47
Canada - Quebec,Canada,Quebec,2020-04-11,80+,1
Canada - Quebec,Canada,Quebec,2020-04-12,,39
Canada - Quebec,Canada,Quebec,2020-04-13,,31
Canada - Quebec,Canada,Quebec,2020-04-13,80+,1
Canada - Quebec,Canada,Quebec,2020-04-14,,75
Canada - Quebec,Canada,Quebec,2020-04-15,,52
Canada - Quebec,Canada,Quebec,2020-04-16,,122
Canada - Quebec,Canada,Quebec,2020-04-17,,79
Canada - Quebec,Canada,Quebec,2020-04-18,,117
Canada - Quebec,Canada,Quebec,2020-04-19,,72
Canada - Quebec,Canada,Quebec,2020-04-20,,62
Canada - Quebec,Canada,Quebec,2020-04-21,,102
Canada - Quebec,Canada,Quebec,2020-04-22,,93
Canada - Quebec,Canada,Quebec,2020-04-23,,109
Canada - Quebec,Canada,Quebec,2020-04-24,,97
Canada - Quebec,Canada,Quebec,2020-04-25,,106
Canada - Quebec,Canada,Quebec,2020-04-26,,69
Canada - Quebec,Canada,Quebec,2020-04-27,,84
Canada - Quebec,Canada,Quebec,2020-04-28,,83
Canada - Quebec,Canada,Quebec,2020-04-29,,79
Canada - Quebec,Canada,Quebec,2020-04-30,,98
Canada - Quebec,Canada,Quebec,2020-05-01,,163
Canada - Quebec,Canada,Quebec,2020-05-02,,114
Canada - Quebec,Canada,Quebec,2020-05-03,,69
Canada - Quebec,Canada,Quebec,2020-05-04,,75
Canada - Quebec,Canada,Quebec,2020-05-05,,118
Canada - Quebec,Canada,Quebec,2020-05-06,,112
Canada - Quebec,Canada,Quebec,2020-05-07,,121
Canada - Quebec,Canada,Quebec,2020-05-08,,94
Canada - Quebec,Canada,Quebec,2020-05-09,,61
Canada - Quebec,Canada,Quebec,2020-05-10,,142
Canada - Quebec,Canada,Quebec,2020-05-11,,85
Canada - Quebec,Canada,Quebec,2020-05-12,,118
Canada - Quebec,Canada,Quebec,2020-05-13,,89
Canada - Quebec,Canada,Quebec,2020-05-14,,131
Canada - Quebec,Canada,Quebec,2020-05-15,,50
Canada - Quebec,Canada,Quebec,2020-05-16,,82
Canada - Quebec,Canada,Quebec,2020-05-17,,79
Canada - Quebec,Canada,Quebec,2020-05-18,,34
Canada - Quebec,Canada,Quebec,2020-05-19,,51
Canada - Quebec,Canada,Quebec,2020-05-20,,71
Canada - Quebec,Canada,Quebec,2020-05-21,,82
Canada - Quebec,Canada,Quebec,2020-05-22,,65
Canada - Quebec,Canada,Quebec,2020-05-23,,75
Canada - Quebec,Canada,Quebec,2020-05-24,,44
Canada - Quebec,Canada,Quebec,2020-05-25,,85
Canada - Quebec,Canada,Quebec,2020-05-26,,70
Canada - Quebec,Canada,Quebec,2020-05-27,,89
Canada - Quebec,Canada,Quebec,2020-05-28,,74
Canada - Quebec,Canada,Quebec,2020-05-29,,61
Canada - Quebec,Canada,Quebec,2020-05-30,,76
Canada - Quebec,Canada,Quebec,2020-05-31,,202
Canada - Quebec,Canada,Quebec,2020-06-01,,20
Canada - Quebec,Canada,Quebec,2020-06-02,,52
Canada - Quebec,Canada,Quebec,2020-06-03,,81
Canada - Quebec,Canada,Quebec,2020-06-04,,91
Canada - Quebec,Canada,Quebec,2020-06-05,,50
Canada - Quebec,Canada,Quebec,2020-06-06,,35
Canada - Quebec,Canada,Quebec,2020-06-07,,8
Canada - Quebec,Canada,Quebec,2020-06-08,,6
Canada - Quebec,Canada,Quebec,2020-06-09,,45
Canada - Quebec,Canada,Quebec,2020-06-10,,52
Canada - Quebec,Canada,Quebec,2020-06-11,,24
Canada - Quebec,Canada,Quebec,2020-06-12,,43
Canada - Quebec,Canada,Quebec,2020-06-13,,47
Canada - Quebec,Canada,Quebec,2020-06-14,,27
Canada - Quebec,Canada,Quebec,2020-06-15,,20
Canada - Quebec,Canada,Quebec,2020-06-16,,27
Canada - Quebec,Canada,Quebec,2020-06-17,,29
Canada - Quebec,Canada,Quebec,2020-06-18,,42
Canada - Quebec,Canada,Quebec,2020-06-19,,35
Canada - Quebec,Canada,Quebec,2020-06-20,,33
Canada - Quebec,Canada,Quebec,2020-06-21,,9
Canada - Quebec,Canada,Quebec,2020-06-23,,7
Canada - Quebec,Canada,Quebec,2020-06-24,,17
Canada - Quebec,Canada,Quebec,2020-06-25,,7
Canada - Quebec,Canada,Quebec,2020-06-29,,37
Canada - Quebec,Canada,Quebec,2020-06-30,,18
Canada - Quebec,Canada,Quebec,2020-07-01,,24
Canada - Quebec,Canada,Quebec,2020-07-02,,14
Canada - Quebec,Canada,Quebec,2020-07-03,,19
Canada - Quebec,Canada,Quebec,2020-07-04,,6
Canada - Quebec,Canada,Quebec,2020-07-05,,8
Canada - Quebec,Canada,Quebec,2020-07-06,,3
Canada - Quebec,Canada,Quebec,2020-07-07,,13
Canada - Quebec,Canada,Quebec,2020-07-08,,13
Canada - Quebec,Canada,Quebec,2020-07-09,,6
Canada - Quebec,Canada,Quebec,2020-07-10,,3
Canada - Quebec,Canada,Quebec,2020-07-11,,8
Canada - Quebec,Canada,Quebec,2020-07-12,,7
Canada - Quebec,Canada,Quebec,2020-07-13,,1
Canada - Quebec,Canada,Quebec,2020-07-14,,5
Canada - Quebec,Canada,Quebec,2020-07-15,,3
Canada - Quebec,Canada,Quebec,2020-07-16,,10
Canada - Quebec,Canada,Quebec,2020-07-17,,1
Canada - Quebec,Canada,Quebec,2020-07-18,,7
Canada - Quebec,Canada,Quebec,2020-07-19,,1
Canada - Quebec,Canada,Quebec,2020-07-20,,2
Canada - Quebec,Canada,Quebec,2020-07-21,,1
Canada - Quebec,Canada,Quebec,2020-07-22,,4
Canada - Quebec,Canada,Quebec,2020-07-24,,1
Canada - Quebec,Canada,Quebec,2020-07-25,,3
Canada - Quebec,Canada,Quebec,2020-07-26,,1
Canada - Quebec,Canada,Quebec,2020-07-28,,3
Canada - Quebec,Canada,Quebec,2020-07-30,,3
Canada - Quebec,Canada,Quebec,2020-07-31,,1
Canada - Quebec,Canada,Quebec,2020-08-01,,4
Canada - Quebec,Canada,Quebec,2020-08-02,,3
Canada - Quebec,Canada,Quebec,2020-08-03,,2
Canada - Quebec,Canada,Quebec,2020-08-04,,2
Canada - Quebec,Canada,Quebec,2020-08-05,,2
Canada - Saskatchewan,Canada,Saskatchewan,2020-03-30,70-79,2
Canada - Saskatchewan,Canada,Saskatchewan,2020-04-01,80+,1
Canada - Saskatchewan,Canada,Saskatchewan,2020-04-11,60-69,1
Canada - Saskatchewan,Canada,Saskatchewan,2020-04-27,80+,1
Canada - Saskatchewan,Canada,Saskatchewan,2020-04-29,80+,1
Canada - Saskatchewan,Canada,Saskatchewan,2020-05-20,60-69,1
Canada - Saskatchewan,Canada,Saskatchewan,2020-05-26,50-59,1
Canada - Saskatchewan,Canada,Saskatchewan,2020-05-27,60-69,1
Canada - Saskatchewan,Canada,Saskatchewan,2020-05-27,80+,1
Canada - Saskatchewan,Canada,Saskatchewan,2020-05-31,70-79,1
Canada - Saskatchewan,Canada,Saskatchewan,2020-06-08,,1
Canada - Saskatchewan,Canada,Saskatchewan,2020-06-08,70-79,1
Canada - Saskatchewan,Canada,Saskatchewan,2020-07-02,70-79,1
Canada - Saskatchewan,Canada,Saskatchewan,2020-07-07,20-29,1
Canada - Saskatchewan,Canada,Saskatchewan,2020-07-23,60-69,1
Canada - Saskatchewan,Canada,Saskatchewan,2020-07-28,70-79,1
Canada - Saskatchewan,Canada,Saskatchewan,2020-07-30,80+,1
Canada - Saskatchewan,Canada,Saskatchewan,2020-08-06,70-79,1
Canada - Saskatchewan,Canada,Saskatchewan,2020-08-07,60-69,1
