scenario,jurisdiction,source,date,day_model,rate
United States,Canada - Ontario,United States,2020-04-03,35,0.062012059300722726
United States,Canada - Ontario,United States,2020-04-04,36,0.06044326897469519
United States,Canada - Ontario,United States,2020-04-05,37,0.05898386721426385
United States,Canada - Ontario,United States,2020-04-06,38,0.054889233376061115
United States,Canada - Alberta,Canada - Alberta,2020-03-16,9,0.15744034548382374
United States,Canada - Alberta,Canada - Alberta,2020-03-17,10,0.15504570946849808
United States,Canada - Alberta,Canada - Alberta,2020-03-18,11,0.15465990699936227
United States,Canada - Alberta,Canada - Alberta,2020-03-19,12,0.1373068896463449
United States,Canada - Alberta,Canada - Alberta,2020-03-20,13,0.10568295802241329
United States,Canada - Alberta,Canada - Alberta,2020-03-21,14,0.09838778406057266
United States,Canada - Alberta,Canada - Alberta,2020-03-22,15,0.08655203526830213
United States,Canada - Alberta,Canada - Alberta,2020-03-23,16,0.081721117393906
United States,Canada - Alberta,Canada - Alberta,2020-03-24,17,0.07709148776427636
United States,Canada - Alberta,Canada - Alberta,2020-03-25,18,0.06427097494376355
United States,Canada - Alberta,Canada - Alberta,2020-03-26,19,0.05499894429242255
United States,Canada - Alberta,Canada - Alberta,2020-03-27,20,0.03940798568675807
United States,Canada - Alberta,Canada - Alberta,2020-03-28,21,0.044639790918563294
United States,Canada - Alberta,Canada - Alberta,2020-03-29,22,0.037295158150201714
United States,Canada - Alberta,Canada - Alberta,2020-03-30,23,0.04135212122355823
United States,Canada - Alberta,Canada - Alberta,2020-03-31,24,0.03988820671616546
United States,Canada - Alberta,Canada - Alberta,2020-04-01,25,0.04642415442858376
United States,Canada - Alberta,United States,2020-04-02,26,0.054889233376061115
United States,Canada - British Columbia,Canada - British Columbia,2020-03-03,9,0.08398792565459232
United States,Canada - British Columbia,Canada - British Columbia,2020-03-04,10,0.09986094152760819
United States,Canada - British Columbia,Canada - British Columbia,2020-03-05,11,0.09093237009903676
United States,Canada - British Columbia,Canada - British Columbia,2020-03-06,12,0.07704348121014787
United States,Canada - British Columbia,Canada - British Columbia,2020-03-07,13,0.0777696976226388
United States,Canada - British Columbia,Canada - British Columbia,2020-03-08,14,0.10700946370451014
United States,Canada - British Columbia,Canada - British Columbia,2020-03-09,15,0.07830576000080644
United States,Canada - British Columbia,Canada - British Columbia,2020-03-10,16,0.1049724266674731
United States,Canada - British Columbia,Canada - British Columbia,2020-03-11,17,0.11076233568318856
United States,Canada - British Columbia,Canada - British Columbia,2020-03-12,18,0.1202861452069981
United States,Canada - British Columbia,Canada - British Columbia,2020-03-13,19,0.10441312933398222
United States,Canada - British Columbia,Canada - British Columbia,2020-03-14,20,0.10039266149772491
United States,Canada - British Columbia,Canada - British Columbia,2020-03-15,21,0.11178867289373631
United States,Canada - British Columbia,Canada - British Columbia,2020-03-16,22,0.11163667410972658
United States,Canada - British Columbia,Canada - British Columbia,2020-03-17,23,0.08702653765748486
United States,Canada - British Columbia,Canada - British Columbia,2020-03-18,24,0.09350801913896635
United States,Canada - British Columbia,Canada - British Columbia,2020-03-19,25,0.07290195853290574
United States,Canada - British Columbia,Canada - British Columbia,2020-03-20,26,0.058565040970181725
United States,Canada - British Columbia,Canada - British Columbia,2020-03-21,27,0.0701140283812381
United States,Canada - British Columbia,Canada - British Columbia,2020-03-22,28,0.07494494625563423
United States,Canada - British Columbia,Canada - British Columbia,2020-03-23,29,0.07665059927707674
United States,Canada - British Columbia,Canada - British Columbia,2020-03-24,30,0.06821755084402831
United States,Canada - British Columbia,Canada - British Columbia,2020-03-25,31,0.05674065564620287
United States,Canada - British Columbia,Canada - British Columbia,2020-03-26,32,0.05638453029007751
United States,Canada - British Columbia,Canada - British Columbia,2020-03-27,33,0.045273419178966406
United States,Canada - British Columbia,Canada - British Columbia,2020-03-28,34,0.046071523680774606
United States,Canada - British Columbia,Canada - British Columbia,2020-03-29,35,0.0473635133448573
United States,Canada - British Columbia,Canada - British Columbia,2020-03-30,36,0.03012213403451247
United States,Canada - British Columbia,Canada - British Columbia,2020-03-31,37,0.030229487765054606
United States,Canada - British Columbia,Canada - British Columbia,2020-04-01,38,0.030327990523131832
United States,Canada - British Columbia,United States,2020-04-02,39,0.054889233376061115
