jurisdiction,country_region,province_state,population,date,deaths_daily,deaths_cumulative,day_model,deaths_cumulative_log,deaths_growth,deaths_growth_ma3,deaths_growth_ma5,deaths_growth_ma7,deaths_cumulative_log_model,deaths_cumulative_model
Canada,Canada,,37894799,2020-03-08,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Canada,Canada,,37894799,2020-03-09,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Canada,Canada,,37894799,2020-03-10,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Canada,Canada,,37894799,2020-03-11,1,2,NA,NA,NA,NA,NA,NA,NA,NA
Canada,Canada,,37894799,2020-03-12,0,2,NA,NA,NA,NA,NA,NA,NA,NA
Canada,Canada,,37894799,2020-03-13,0,2,NA,NA,NA,NA,NA,NA,NA,NA
Canada,Canada,,37894799,2020-03-14,0,2,NA,NA,NA,NA,NA,NA,NA,NA
Canada,Canada,,37894799,2020-03-15,0,2,NA,NA,NA,NA,NA,NA,NA,NA
Canada,Canada,,37894799,2020-03-16,3,5,0,0.6989700043360189,1.5,NA,NA,NA,NA,NA
Canada,Canada,,37894799,2020-03-17,3,8,1,0.9030899869919435,0.6,NA,NA,NA,NA,NA
Canada,Canada,,37894799,2020-03-18,1,9,2,0.9542425094393249,0.125,0.7416666666666667,NA,NA,NA,NA
Canada,Canada,,37894799,2020-03-19,3,12,3,1.0791812460476249,0.3333333333333333,0.35277777777777775,NA,NA,NA,NA
Canada,Canada,,37894799,2020-03-20,1,13,4,1.1139433523068367,0.08333333333333333,0.18055555555555555,0.5283333333333333,NA,NA,NA
Canada,Canada,,37894799,2020-03-21,5,18,5,1.255272505103306,0.38461538461538464,0.2670940170940171,0.30525641025641026,NA,NA,NA
Canada,Canada,,37894799,2020-03-22,3,21,6,1.3222192947339193,0.16666666666666666,0.21153846153846154,0.2185897435897436,NA,NA,NA
Canada,Canada,,37894799,2020-03-23,3,24,7,1.380211241711606,0.14285714285714285,0.2313797313797314,0.22216117216117215,NA,NA,NA
Canada,Canada,,37894799,2020-03-24,3,27,8,1.4313637641589874,0.125,0.14484126984126983,0.1804945054945055,0.3845339845339845,NA,NA
Canada,Canada,,37894799,2020-03-25,8,35,9,1.5440680443502757,0.2962962962962963,0.1880511463844797,0.2230870980870981,0.2507891285669063,NA,NA
Canada,Canada,,37894799,2020-03-26,4,39,10,1.591064607026499,0.11428571428571428,0.17852733686067018,0.16902116402116402,0.19682087459865238,NA,NA
Canada,Canada,,37894799,2020-03-27,16,55,11,1.7403626894942439,0.41025641025641024,0.27361280694614026,0.21773911273911273,0.22851603129380907,NA,NA
Canada,Canada,,37894799,2020-03-28,6,61,12,1.7853298350107671,0.10909090909090909,0.2112110112110112,0.21098586598586597,0.20360020637798415,NA,NA
Canada,Canada,,37894799,2020-03-29,5,66,13,1.8195439355418688,0.08196721311475409,0.20043817748735782,0.2023793086088168,0.20344841524258644,NA,NA
Canada,Canada,,37894799,2020-03-30,24,90,14,1.954242509439325,0.36363636363636365,0.18489816194734227,0.21584732207683027,0.20111741291158414,NA,NA
Canada,Canada,,37894799,2020-03-31,36,126,15,2.100370545117563,0.4,0.28186785891703925,0.27299017921968743,0.22704333883751004,NA,NA
Canada,Canada,,37894799,2020-04-01,19,145,16,2.161368002234975,0.15079365079365079,0.3048100048100048,0.22109762732713553,0.2279251730526776,NA,NA
Canada,Canada,,37894799,2020-04-02,25,170,17,2.230448921378274,0.1724137931034483,0.2410691479656997,0.23376220412964338,0.23319337228639408,NA,NA
Canada,Canada,,37894799,2020-04-03,53,223,18,2.3483048630481607,0.31176470588235294,0.21165738325981734,0.27972170268316315,0.2349120844626226,NA,NA
Canada,Canada,,37894799,2020-04-04,49,272,19,2.4345689040341987,0.21973094170403587,0.2346364802299457,0.25094061829669756,0.2466282208424361,NA,NA
Canada,Canada,,37894799,2020-04-05,30,302,20,2.4800069429571505,0.11029411764705882,0.21392992174448255,0.19299944182610934,0.21329907721917485,NA,NA
Canada,Canada,,37894799,2020-04-06,51,353,21,2.5477747053878224,0.16887417218543047,0.16629974384550839,0.19661554610446527,0.219941662007455,2.5944388414635693,393.0418917761767
Canada,Canada,,37894799,2020-04-07,64,417,22,2.6201360549737576,0.1813031161473088,0.15349046865993268,0.19839341071323738,0.23097898456662774,2.6406788629037115,437.1987009951129
Canada,Canada,,37894799,2020-04-08,55,472,23,2.673941998634088,0.13189448441247004,0.16069059091506976,0.1624193664192608,0.205229886875084,2.6869188843438545,486.3163651284863
Canada,Canada,,37894799,2020-04-09,69,541,24,2.7331972651065692,0.1461864406779661,0.15312801374591498,0.14771046621404685,0.1770283802837469,2.7331589057839967,540.9522179582755
Canada,Canada,,37894799,2020-04-10,74,615,25,2.788875115775417,0.1367837338262477,0.13828821963889462,0.15300838944988462,0.17547172284292434,2.7793989272241393,601.7262076645601
Canada,Canada,,37894799,2020-04-11,74,689,26,2.8382192219076257,0.12032520325203253,0.13443179258541543,0.14329859566320502,0.16968410174832257,2.825638948664282,669.3279313225788
Canada,Canada,,37894799,2020-04-12,56,745,27,2.8721562727482928,0.08127721335268505,0.11279538347698842,0.12329341510428028,0.14407438035613726,2.8718789701044245,744.524459699628
Canada,Canada,,37894799,2020-04-13,76,821,28,2.9143431571194407,0.10201342281879194,0.1012052798078365,0.11731720278554467,0.1309946560355546,2.918118991544567,828.1690411390783
Canada,Canada,,37894799,2020-04-14,145,966,29,2.9849771264154934,0.17661388550548113,0.11996817389231937,0.12340269175104766,0.13836351913093486,2.9643590129847093,921.2107832937099
Canada,Canada,,37894799,2020-04-15,104,1070,30,3.0293837776852097,0.10766045548654245,0.1287625879369385,0.11757803608310662,0.13156199505328064,3.0105990344248523,1024.7054225661354
Canada,Canada,,37894799,2020-04-16,179,1249,31,3.0965624383741357,0.16728971962616823,0.15052135353939727,0.12697093935793377,0.13000495099537612,3.0568390558649945,1139.8273034561992
Canada,Canada,,37894799,2020-04-17,116,1365,32,3.1351326513767748,0.09287429943955164,0.12260815818408743,0.12929035657530707,0.1256693748872741,3.103079077305137,1267.8827037439419
Canada,Canada,,37894799,2020-04-18,162,1527,33,3.1838390370564214,0.11868131868131868,0.12628177924901285,0.13262393574781242,0.12261325022097992,3.1493190987452797,1410.3246567078058
Canada,Canada,,37894799,2020-04-19,109,1636,34,3.2137832993353044,0.07138179436804191,0.09431247082963741,0.11157751752032458,0.11534636805895707,3.195559120185422,1568.7694385644734
Canada,Canada,,37894799,2020-04-20,121,1757,35,3.244771761495295,0.07396088019559902,0.08800799774831987,0.1048376024621359,0.11019477660824223,3.241799141625565,1745.014908211859
Canada,Canada,,37894799,2020-04-21,152,1909,36,3.280805928393667,0.08651109846328969,0.07728459100897687,0.08868187822956018,0.11077631939830941,3.288039163065707,1941.060907374692
Canada,Canada,,37894799,2020-04-22,163,2072,37,3.3163897510731952,0.08538501833420639,0.0819523323310317,0.08718402200849114,0.10892871890002212,3.3342791845058497,2159.131952631336
Canada,Canada,,37894799,2020-04-23,160,2232,38,3.348694190265541,0.07722007722007722,0.0830387313391911,0.07889177371624284,0.09788496242386614,3.3805192059459923,2401.70247680626
Canada,Canada,,37894799,2020-04-24,158,2390,39,3.3783979009481375,0.07078853046594982,0.07779787534007782,0.07877312093582443,0.09378808186602251,3.426759227386135,2671.52490614001
Canada - Alberta,Canada,Alberta,4413146,2020-03-08,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Alberta,Canada,Alberta,4413146,2020-03-09,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Alberta,Canada,Alberta,4413146,2020-03-10,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Alberta,Canada,Alberta,4413146,2020-03-11,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Alberta,Canada,Alberta,4413146,2020-03-12,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Alberta,Canada,Alberta,4413146,2020-03-13,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Alberta,Canada,Alberta,4413146,2020-03-14,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Alberta,Canada,Alberta,4413146,2020-03-15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Alberta,Canada,Alberta,4413146,2020-03-16,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Alberta,Canada,Alberta,4413146,2020-03-17,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Alberta,Canada,Alberta,4413146,2020-03-18,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Alberta,Canada,Alberta,4413146,2020-03-19,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Alberta,Canada,Alberta,4413146,2020-03-20,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Alberta,Canada,Alberta,4413146,2020-03-21,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Alberta,Canada,Alberta,4413146,2020-03-22,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Alberta,Canada,Alberta,4413146,2020-03-23,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Alberta,Canada,Alberta,4413146,2020-03-24,1,2,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Alberta,Canada,Alberta,4413146,2020-03-25,0,2,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Alberta,Canada,Alberta,4413146,2020-03-26,0,2,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Alberta,Canada,Alberta,4413146,2020-03-27,0,2,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Alberta,Canada,Alberta,4413146,2020-03-28,0,2,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Alberta,Canada,Alberta,4413146,2020-03-29,1,3,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Alberta,Canada,Alberta,4413146,2020-03-30,5,8,0,0.9030899869919435,1.6666666666666667,NA,NA,NA,NA,NA
Canada - Alberta,Canada,Alberta,4413146,2020-03-31,1,9,1,0.9542425094393249,0.125,NA,NA,NA,NA,NA
Canada - Alberta,Canada,Alberta,4413146,2020-04-01,2,11,2,1.0413926851582251,0.2222222222222222,0.6712962962962963,NA,NA,NA,NA
Canada - Alberta,Canada,Alberta,4413146,2020-04-02,2,13,3,1.1139433523068367,0.18181818181818182,0.17634680134680134,NA,NA,NA,NA
Canada - Alberta,Canada,Alberta,4413146,2020-04-03,5,18,4,1.255272505103306,0.38461538461538464,0.26288526288526287,0.516064491064491,NA,NA,NA
Canada - Alberta,Canada,Alberta,4413146,2020-04-04,2,20,5,1.3010299956639813,0.1111111111111111,0.22584822584822586,0.20495337995337995,NA,NA,NA
Canada - Alberta,Canada,Alberta,4413146,2020-04-05,3,23,6,1.3617278360175928,0.15,0.21524216524216525,0.20995337995337995,NA,NA,NA
Canada - Alberta,Canada,Alberta,4413146,2020-04-06,1,24,7,1.380211241711606,0.043478260869565216,0.10152979066022544,0.17420458768284855,NA,1.4458395384481602,27.91512252841032
Canada - Alberta,Canada,Alberta,4413146,2020-04-07,2,26,8,1.414973347970818,0.08333333333333333,0.09227053140096618,0.15450761798587886,0.32980501784849614,1.4696116962391317,29.485717225375996
Canada - Alberta,Canada,Alberta,4413146,2020-04-08,3,29,9,1.462397997898956,0.11538461538461539,0.08073206986250464,0.100661464139725,0.15744034548382374,1.4933838540301032,31.144678638254394
Canada - Alberta,Canada,Alberta,4413146,2020-04-09,3,32,10,1.505149978319906,0.10344827586206896,0.1007220748600059,0.09912889708991658,0.15504570946849808,1.5171560118210747,32.89697856307683
Canada - Alberta,Canada,Alberta,4413146,2020-04-10,7,39,11,1.591064607026499,0.21875,0.1458609637488948,0.11287889708991658,0.15465990699936227,1.5409281696120465,34.747868525131544
Canada - Alberta,Canada,Alberta,4413146,2020-04-11,1,40,12,1.6020599913279623,0.02564102564102564,0.11594643383436487,0.10931145004420867,0.1373068896463449,1.564700327403018,36.70289551743256
Canada - Alberta,Canada,Alberta,4413146,2020-04-12,4,44,13,1.6434526764861874,0.1,0.11479700854700856,0.112644783377542,0.10568295802241329,1.5884724851939895,38.767918624685514
Canada - Alberta,Canada,Alberta,4413146,2020-04-13,2,46,14,1.662757831681574,0.045454545454545456,0.057031857031857036,0.09865876939152801,0.09838778406057266,1.612244642984961,40.949126582571395
Canada - Alberta,Canada,Alberta,4413146,2020-04-14,2,48,15,1.6812412373755872,0.043478260869565216,0.06297760210803689,0.08666476639302727,0.08655203526830213,1.6360168007759326,43.25305632497204
Canada - Alberta,Canada,Alberta,4413146,2020-04-15,0,48,16,1.6812412373755872,0,0.029644268774703556,0.042914766393027264,0.081721117393906,1.6597889585669043,45.68661257472237
Canada - Alberta,Canada,Alberta,4413146,2020-04-16,2,50,17,1.6989700043360187,0.041666666666666664,0.028381642512077292,0.04611989459815547,0.07709148776427636,1.6835611163578759,48.25708853660132
Canada - Alberta,Canada,Alberta,4413146,2020-04-17,0,50,18,1.6989700043360187,0,0.013888888888888888,0.026119894598155467,0.06427097494376355,1.7073332741488474,50.972187754577256
Canada - Alberta,Canada,Alberta,4413146,2020-04-18,1,51,19,1.7075701760979363,0.02,0.020555555555555556,0.021028985507246377,0.05499894429242255,1.731105431939819,53.84004719881223
Canada - Alberta,Canada,Alberta,4413146,2020-04-19,4,55,20,1.7403626894942439,0.0784313725490196,0.03281045751633987,0.028019607843137253,0.03940798568675807,1.7548775897307904,56.86926165161555
Canada - Alberta,Canada,Alberta,4413146,2020-04-20,4,59,21,1.7708520116421442,0.07272727272727272,0.05705288175876411,0.0425650623885918,0.044639790918563294,1.778649747521762,60.06890946542967
Canada - Alberta,Canada,Alberta,4413146,2020-04-21,2,61,22,1.7853298350107671,0.03389830508474576,0.06168565012034603,0.04101139007220762,0.037295158150201714,1.8024219053127335,63.448579770043146
Canada - Alberta,Canada,Alberta,4413146,2020-04-22,5,66,23,1.8195439355418688,0.08196721311475409,0.06286426364225753,0.057404832695158434,0.04135212122355823,1.826194063103705,67.0184012105693
Canada - Alberta,Canada,Alberta,4413146,2020-04-23,2,68,24,1.8325089127062364,0.030303030303030304,0.048722849500843386,0.059465438755764495,0.03988820671616546,1.8499662208946768,70.7890723023158
Canada - Alberta,Canada,Alberta,4413146,2020-04-24,4,72,25,1.8573324964312685,0.058823529411764705,0.0570312576098497,0.055543870128313515,0.04642415442858376,1.8737383786856483,74.77189349351724
Canada - British Columbia,Canada,British Columbia,5110917,2020-03-08,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Canada - British Columbia,Canada,British Columbia,5110917,2020-03-09,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Canada - British Columbia,Canada,British Columbia,5110917,2020-03-10,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Canada - British Columbia,Canada,British Columbia,5110917,2020-03-11,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Canada - British Columbia,Canada,British Columbia,5110917,2020-03-12,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Canada - British Columbia,Canada,British Columbia,5110917,2020-03-13,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Canada - British Columbia,Canada,British Columbia,5110917,2020-03-14,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Canada - British Columbia,Canada,British Columbia,5110917,2020-03-15,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Canada - British Columbia,Canada,British Columbia,5110917,2020-03-16,3,4,NA,NA,NA,NA,NA,NA,NA,NA
Canada - British Columbia,Canada,British Columbia,5110917,2020-03-17,3,7,0,0.8450980400142568,0.75,NA,NA,NA,NA,NA
Canada - British Columbia,Canada,British Columbia,5110917,2020-03-18,0,7,1,0.8450980400142568,0,NA,NA,NA,NA,NA
Canada - British Columbia,Canada,British Columbia,5110917,2020-03-19,1,8,2,0.9030899869919435,0.14285714285714285,0.2976190476190476,NA,NA,NA,NA
Canada - British Columbia,Canada,British Columbia,5110917,2020-03-20,1,9,3,0.9542425094393249,0.125,0.08928571428571429,NA,NA,NA,NA
Canada - British Columbia,Canada,British Columbia,5110917,2020-03-21,1,10,4,1,0.1111111111111111,0.1263227513227513,0.2257936507936508,NA,NA,NA
Canada - British Columbia,Canada,British Columbia,5110917,2020-03-22,0,10,5,1,0,0.0787037037037037,0.07579365079365079,NA,NA,NA
Canada - British Columbia,Canada,British Columbia,5110917,2020-03-23,3,13,6,1.1139433523068367,0.3,0.13703703703703704,0.1357936507936508,NA,NA,NA
Canada - British Columbia,Canada,British Columbia,5110917,2020-03-24,0,13,7,1.1139433523068367,0,0.09999999999999999,0.10722222222222222,NA,NA,NA
Canada - British Columbia,Canada,British Columbia,5110917,2020-03-25,1,14,8,1.146128035678238,0.07692307692307693,0.12564102564102564,0.09760683760683761,0.16732125898792566,NA,NA
Canada - British Columbia,Canada,British Columbia,5110917,2020-03-26,0,14,9,1.146128035678238,0,0.025641025641025644,0.07538461538461538,0.08398792565459232,NA,NA
Canada - British Columbia,Canada,British Columbia,5110917,2020-03-27,2,16,10,1.2041199826559248,0.14285714285714285,0.07326007326007326,0.10395604395604395,0.09986094152760819,NA,NA
Canada - British Columbia,Canada,British Columbia,5110917,2020-03-28,1,17,11,1.2304489213782739,0.0625,0.06845238095238095,0.05645604395604396,0.09093237009903676,NA,NA
Canada - British Columbia,Canada,British Columbia,5110917,2020-03-29,0,17,12,1.2304489213782739,0,0.06845238095238095,0.05645604395604396,0.07704348121014787,NA,NA
Canada - British Columbia,Canada,British Columbia,5110917,2020-03-30,2,19,13,1.2787536009528289,0.11764705882352941,0.06004901960784314,0.06460084033613445,0.0777696976226388,NA,NA
Canada - British Columbia,Canada,British Columbia,5110917,2020-03-31,5,24,14,1.380211241711606,0.2631578947368421,0.12693498452012383,0.11723241928350286,0.10700946370451014,NA,NA
Canada - British Columbia,Canada,British Columbia,5110917,2020-04-01,1,25,15,1.3979400086720377,0.041666666666666664,0.14082387340901273,0.09699432404540763,0.07830576000080644,NA,NA
Canada - British Columbia,Canada,British Columbia,5110917,2020-04-02,6,31,16,1.4913616938342726,0.24,0.1816081871345029,0.13249432404540762,0.1049724266674731,NA,NA
Canada - British Columbia,Canada,British Columbia,5110917,2020-04-03,4,35,17,1.5440680443502757,0.12903225806451613,0.13689964157706092,0.15830077565831085,0.11076233568318856,NA,NA
Canada - British Columbia,Canada,British Columbia,5110917,2020-04-04,3,38,18,1.5797835966168101,0.08571428571428572,0.1515821812596006,0.15191422103646213,0.1202861452069981,NA,NA
Canada - British Columbia,Canada,British Columbia,5110917,2020-04-05,0,38,19,1.5797835966168101,0,0.07158218125960061,0.0992826420890937,0.10441312933398222,NA,NA
Canada - British Columbia,Canada,British Columbia,5110917,2020-04-06,1,39,20,1.591064607026499,0.02631578947368421,0.03734335839598998,0.09621246665049721,0.10039266149772491,1.6469972278548273,44.36058123420677
Canada - British Columbia,Canada,British Columbia,5110917,2020-04-07,4,43,21,1.6334684555795864,0.10256410256410256,0.04295996401259559,0.06872528716331772,0.11178867289373631,1.6676897893195657,46.52536504110885
Canada - British Columbia,Canada,British Columbia,5110917,2020-04-08,5,48,22,1.6812412373755872,0.11627906976744186,0.08171965393507621,0.06617464950390287,0.11163667410972658,1.688382350784304,48.795789684993736
Canada - British Columbia,Canada,British Columbia,5110917,2020-04-09,2,50,23,1.6989700043360187,0.041666666666666664,0.08683661299940369,0.05736512569437906,0.08702653765748486,1.7090749122490427,51.17701040880201
Canada - British Columbia,Canada,British Columbia,5110917,2020-04-10,5,55,24,1.7403626894942439,0.1,0.08598191214470284,0.07736512569437906,0.09350801913896635,1.729767473713781,53.674434029870454
Canada - British Columbia,Canada,British Columbia,5110917,2020-04-11,3,58,25,1.7634279935629373,0.05454545454545454,0.06540404040404041,0.08301105870873313,0.07290195853290574,1.7504600351785196,56.29373121669135
Canada - British Columbia,Canada,British Columbia,5110917,2020-04-12,0,58,26,1.7634279935629373,0,0.051515151515151514,0.06249823819591262,0.058565040970181725,1.7711525966432577,59.040849364774154
Canada - British Columbia,Canada,British Columbia,5110917,2020-04-13,11,69,27,1.8388490907372552,0.1896551724137931,0.08140020898641588,0.07717345872518286,0.0701140283812381,1.7918451581079964,61.92202610084569
Canada - British Columbia,Canada,British Columbia,5110917,2020-04-14,3,72,28,1.8573324964312685,0.043478260869565216,0.07771114442778611,0.07753577756576258,0.07494494625563423,1.8125377195727348,64.94380344605129
Canada - British Columbia,Canada,British Columbia,5110917,2020-04-15,3,75,29,1.8750612633917,0.041666666666666664,0.09160003331667499,0.0658691108990959,0.07665059927707674,1.8332302810374732,68.1130426703163
Canada - British Columbia,Canada,British Columbia,5110917,2020-04-16,2,77,30,1.8864907251724818,0.02666666666666667,0.037270531400966186,0.06029335332333833,0.06821755084402831,1.8539228425022116,71.43693987159622
Canada - British Columbia,Canada,British Columbia,5110917,2020-04-17,1,78,31,1.8920946026904804,0.012987012987012988,0.027106782106782107,0.06289075592074092,0.05674065564620287,1.87461540396695,74.92304231538975
Canada - British Columbia,Canada,British Columbia,5110917,2020-04-18,3,81,32,1.9084850188786497,0.038461538461538464,0.02603840603840604,0.03265202913029,0.05638453029007751,1.8953079654316884,78.57926557161542
Canada - British Columbia,Canada,British Columbia,5110917,2020-04-19,0,81,33,1.9084850188786497,0,0.01714951714951715,0.023956376956376958,0.045273419178966406,1.9160005268964269,82.41391148776316
Canada - British Columbia,Canada,British Columbia,5110917,2020-04-20,5,86,34,1.9344984512435677,0.06172839506172839,0.03339664450775562,0.0279687226353893,0.046071523680774606,1.9366930883611653,86.43568703913034
Canada - British Columbia,Canada,British Columbia,5110917,2020-04-21,1,87,35,1.9395192526186185,0.011627906976744186,0.02445210067949086,0.024960970697404807,0.0473635133448573,1.9573856498259037,90.65372409894414
Canada - British Columbia,Canada,British Columbia,5110917,2020-04-22,3,90,36,1.954242509439325,0.034482758620689655,0.035946353553054075,0.02926011982414014,0.03012213403451247,1.978078211290642,95.07760017326024
Canada - British Columbia,Canada,British Columbia,5110917,2020-04-23,4,94,37,1.9731278535996986,0.044444444444444446,0.030185036680626096,0.030456701020721337,0.030229487765054606,1.9987707727553805,99.71736014771865
Canada - British Columbia,Canada,British Columbia,5110917,2020-04-24,4,98,38,1.9912260756924949,0.0425531914893617,0.0404934648514986,0.038967339318593676,0.030327990523131832,2.019463334220119,104.58353909553522
Canada - Manitoba,Canada,Manitoba,1377517,2020-03-08,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-03-09,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-03-10,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-03-11,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-03-12,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-03-13,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-03-14,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-03-15,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-03-16,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-03-17,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-03-18,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-03-19,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-03-20,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-03-21,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-03-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-03-23,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-03-24,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-03-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-03-26,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-03-27,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-03-28,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-03-29,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-03-30,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-03-31,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-04-01,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-04-02,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-04-03,1,2,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-04-04,0,2,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-04-05,0,2,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-04-06,0,2,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-04-07,1,3,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-04-08,0,3,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-04-09,0,3,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-04-10,1,4,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-04-11,0,4,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-04-12,0,4,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-04-13,0,4,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-04-14,0,4,NA,NA,NA,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-04-15,1,5,0,0.6989700043360189,0.25,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-04-16,0,5,1,0.6989700043360189,0,NA,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-04-17,0,5,2,0.6989700043360189,0,0.08333333333333333,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-04-18,0,5,3,0.6989700043360189,0,0,NA,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-04-19,0,5,4,0.6989700043360189,0,0,0.05,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-04-20,1,6,5,0.7781512503836436,0.2,0.06666666666666667,0.04,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-04-21,0,6,6,0.7781512503836436,0,0.06666666666666667,0.04,NA,NA,NA
Canada - Manitoba,Canada,Manitoba,1377517,2020-04-22,0,6,7,0.7781512503836436,0,0.06666666666666667,0.04,NA,NA,NA
